,Item_Weight,Item_Visibility,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Has_Been_Standing_For,Minn_sales_of_Item,Max_sales_of_Item,Min_sales_of_store,Min_Visibility,Item_MRP_range
3876,11.3,0.047791877999999996,Tier 1,Supermarket Type1,5033.448,10,359.532,5033.448,111.8544,0.04767798,2.299999999999983
3877,13.3,0.02136022,Tier 2|3,Supermarket Type2,1777.6860000000001,0,118.5124,2251.7356,69.2432,0.021170542,2.8000000000000114
3878,15.2,0.103988736,Tier 2|3,Supermarket Type1,3677.2134,7,1050.6324,3677.2134,99.87,0.103758647,1.5
3879,20.7,0.114581955,Tier 2|3,Supermarket Type2,945.436,0,189.0872,2174.5028,69.2432,0.114022125,2.200000000000003
3880,7.405,0.02556185,Tier 2|3,Grocery Store,182.4292,11,182.4292,2189.1504,33.29,0.015259084,3.0
3881,6.15,0.046459438,Tier 2|3,Supermarket Type2,1675.1528,0,492.69199999999995,2956.152,69.2432,0.0,3.200000000000003
3882,11.35,0.023322477999999997,Tier 1,Supermarket Type1,3307.6944,12,1653.8472,7534.1928,101.8674,0.023209537000000002,2.5
3883,19.85,0.175962247,Tier 2|3,Supermarket Type1,1779.0176,5,889.5088,9562.2196,113.8518,0.17514326,3.200000000000017
3884,10.3,0.255929096,Tier 1,Grocery Store,311.5944,24,311.5944,3219.8088,33.9558,0.145464606,3.3999999999999915
3885,8.18,0.08233301900000001,Tier 2|3,Supermarket Type1,343.5528,22,171.7764,1374.2112,73.238,0.082002559,3.1000000000000014
3886,12.15,0.021757269,Tier 1,Supermarket Type1,3302.368,10,330.2368,3962.8416,111.8544,0.0,4.0
3887,6.03,0.0226994,Tier 2|3,Supermarket Type1,4250.4672,5,708.4112,4781.7756,113.8518,0.0,3.0
3888,15.85,0.110653377,Tier 2|3,Supermarket Type1,759.012,2,37.9506,986.7156,143.8128,0.0,3.0
3889,18.6,0.06577152900000001,Tier 2|3,Grocery Store,245.6802,11,245.6802,7370.406,33.29,0.039294854,3.0
3890,12.0,0.0,Tier 2|3,Supermarket Type1,1561.9668,2,1041.3112,2603.278,143.8128,0.0,3.5
3891,17.1,0.0,Tier 2|3,Supermarket Type2,1358.2320000000002,0,113.186,2942.836,69.2432,0.0,2.200000000000003
3892,10.5,0.024991056,Tier 1,Supermarket Type1,2821.6604,12,2821.6604,3255.762,101.8674,0.02498633,2.0
3893,17.5,0.013658248000000001,Tier 1,Supermarket Type1,6199.9296,10,516.6608,6199.9296,111.8544,0.0,3.3999999999999773
3894,16.1,0.034278413,Tier 2|3,Supermarket Type1,6867.0612,22,508.6712,11445.101999999999,73.238,0.0,3.8000000000000114
3895,20.1,0.0,Tier 2|3,Grocery Store,183.7608,11,61.2536,1347.5792,33.29,0.0,3.8000000000000043
3896,11.0,0.18530651399999998,Tier 1,Grocery Store,622.523,24,622.523,3237.1196,33.9558,0.105324246,2.799999999999997
3897,7.55,0.051794957999999995,Tier 2|3,Grocery Store,122.5072,11,122.5072,4532.7664,33.29,0.030794774,3.299999999999997
3898,19.25,0.027058066000000002,Tier 2|3,Supermarket Type1,2749.7540000000004,22,982.055,4910.275,73.238,0.026949462999999996,2.9000000000000057
3899,19.6,0.041740902,Tier 2|3,Supermarket Type2,958.752,0,191.7504,1150.5024,69.2432,0.041370245,3.9000000000000057
3900,14.85,0.035400659,Tier 2|3,Supermarket Type2,1444.1202,0,160.4578,4813.734,69.2432,0.035227697,3.0999999999999943
3901,14.65,0.099535996,Tier 2|3,Supermarket Type2,615.1992,0,461.3994,1076.5986,69.2432,0.0,3.0
3902,9.3,0.17533647100000002,Tier 2|3,Supermarket Type1,1472.7496,2,420.7856,2419.5172,143.8128,0.174317307,3.0999999999999943
3903,11.599999999999998,0.143319995,Tier 2|3,Supermarket Type3,7170.666,24,717.0666,7170.666,241.6854,0.143319995,3.3000000000000114
3904,14.5,0.01950565,Tier 1,Supermarket Type1,2446.815,10,815.605,5546.1140000000005,111.8544,0.01938106,3.1999999999999886
3905,8.365,0.071846495,Tier 1,Supermarket Type1,569.259,12,37.9506,986.7156,101.8674,0.071498575,3.5
3906,12.85,0.0,Tier 1,Supermarket Type1,4794.4258,12,1261.691,6056.1168,101.8674,0.0,2.0
3907,13.5,0.017887238,Tier 1,Supermarket Type1,1438.128,10,159.792,1597.92,111.8544,0.0,3.200000000000003
3908,7.365,0.159967845,Tier 1,Supermarket Type1,1304.968,12,932.12,3635.268,101.8674,0.159193194,2.0
3909,21.1,0.020718655,Tier 1,Supermarket Type1,2184.4898,12,1284.994,2184.4898,101.8674,0.020618324,1.700000000000017
3910,15.200000000000001,0.096592065,Tier 2|3,Supermarket Type3,1621.8888,24,115.8492,2664.5316,241.6854,0.096592065,3.1999999999999886
3911,9.5,0.074460855,Tier 1,Supermarket Type1,5033.448,10,755.0172,5033.448,111.8544,0.073985248,1.700000000000017
3912,12.85,0.030789913999999998,Tier 2|3,Supermarket Type1,3036.048,2,2277.036,3795.06,143.8128,0.0,3.5
3913,14.0,0.030216782999999997,Tier 2|3,Supermarket Type2,3020.0688,0,215.7192,6471.576,69.2432,0.0,2.1999999999999886
3914,18.35,0.094279004,Tier 2|3,Supermarket Type1,1545.9876,5,171.7764,1631.8758,113.8518,0.09421836300000001,3.799999999999997
3915,6.785,0.04022593,Tier 1,Grocery Store,210.3928,24,210.3928,5890.9984,33.9558,0.022970467999999997,2.3000000000000114
3916,7.155,0.16852746300000002,Tier 2|3,Supermarket Type1,1023.3346,7,35.2874,1023.3346,99.87,0.16815457399999997,1.6000000000000014
3917,5.82,0.077304459,Tier 2|3,Supermarket Type1,4613.994000000001,5,256.33299999999997,7433.656999999999,113.8518,0.0,3.0999999999999943
3918,17.75,0.0,Tier 2|3,Supermarket Type2,1201.1032,0,218.3824,1637.868,69.2432,0.0,2.700000000000003
3919,18.0,0.142570104,Tier 2|3,Supermarket Type1,1505.3738,22,88.5514,2036.6822,73.238,0.141997869,3.0999999999999943
3920,7.06,0.043968652000000004,Tier 1,Supermarket Type1,585.904,10,58.5904,1757.7120000000002,111.8544,0.0,2.6000000000000014
3921,15.6,0.045076878,Tier 2|3,Supermarket Type1,2900.2248,7,483.3708,4592.0226,99.87,0.044767800999999996,1.5999999999999943
3922,18.35,0.030347403999999998,Tier 2|3,Supermarket Type3,3078.6592,24,384.8324,3271.0754,241.6854,0.030347403999999998,3.4000000000000057
3923,12.3,0.052492122,Tier 2|3,Supermarket Type1,3415.554,5,189.753,4554.072,113.8518,0.052247805999999994,2.5
3924,15.0,0.077999504,Tier 2|3,Supermarket Type1,1896.1984,5,711.0744,3555.3720000000003,113.8518,0.0,3.200000000000017
3925,18.2,0.012597384,Tier 2|3,Supermarket Type1,2936.178,22,559.2719999999999,3495.45,73.238,0.012597384,1.6000000000000227
3926,20.5,0.023179181,Tier 1,Supermarket Type1,2450.144,10,153.134,3981.4840000000004,111.8544,0.02312394,1.1999999999999886
3927,8.27,0.128126825,Tier 1,Supermarket Type1,1295.6468,10,185.0924,7033.5112,111.8544,0.0,3.4000000000000057
3928,8.5,0.097410707,Tier 2|3,Supermarket Type3,2492.7552,24,207.7296,2492.7552,241.6854,0.097410707,2.3999999999999986
3929,8.93,0.028417272,Tier 1,Supermarket Type1,2603.278,12,153.134,5053.4220000000005,101.8674,0.02827966,3.0999999999999943
3930,6.215,0.049902382,Tier 2|3,Supermarket Type1,3159.8868,2,225.7062,5191.2426,143.8128,0.049381405999999996,3.0
3931,20.25,0.014823358,Tier 2|3,Supermarket Type1,1154.4972,7,1154.4972,5195.2374,99.87,0.014721719,3.4000000000000057
3932,7.895,0.061424738,Tier 2|3,Supermarket Type2,1145.1760000000002,0,171.7764,1145.1760000000002,69.2432,0.061124625999999994,3.700000000000003
3933,19.35,0.049594299,Tier 2|3,Supermarket Type1,2278.3676,22,157.1288,2278.3676,73.238,0.049395242,3.5
3934,9.695,0.113939434,Tier 1,Supermarket Type1,1901.5248,12,633.8416,4436.8912,101.8674,0.11338767699999999,3.8000000000000114
3935,19.5,0.027532257999999997,Tier 1,Grocery Store,551.2824,24,551.2824,4042.7376,33.9558,0.015711807,3.799999999999983
3936,8.21,0.045016894,Tier 2|3,Supermarket Type1,1133.8574,7,610.5386,1569.9564,99.87,0.044888397000000003,3.200000000000003
3937,7.3,0.086307051,Tier 2|3,Supermarket Type1,1330.2684,7,295.6152,3251.7672,99.87,0.08571527300000001,3.5
3938,20.0,0.10408337599999999,Tier 1,Supermarket Type1,3705.177,12,211.7244,3705.177,101.8674,0.10399676,2.0999999999999943
3939,7.865,0.061154604,Tier 1,Supermarket Type1,1151.1682,10,493.3578,3617.9572,111.8544,0.06100886,3.5
3940,8.895,0.184035253,Tier 1,Grocery Store,40.6138,24,40.6138,690.4346,33.9558,0.0,3.1000000000000014
3941,20.35,0.024815023999999998,Tier 2|3,Grocery Store,467.3916,11,467.3916,6076.0908,33.29,0.0,3.1999999999999886
3942,16.0,0.10691805199999999,Tier 1,Supermarket Type1,4725.8484,10,1090.5804,4725.8484,111.8544,0.106663245,3.9000000000000057
3943,18.0,0.0,Tier 1,Supermarket Type1,3327.6684,10,1584.604,4278.4308,111.8544,0.0,2.4000000000000057
3944,18.7,0.10510455199999999,Tier 2|3,Supermarket Type2,1347.5792,0,490.0288,3185.1872,69.2432,0.10459102699999999,1.7000000000000028
3945,7.72,0.08793675199999999,Tier 2|3,Supermarket Type3,4124.630999999999,24,117.8466,4124.630999999999,241.6854,0.0,3.3999999999999915
3946,10.6,0.056795923,Tier 1,Supermarket Type1,3485.4629999999997,12,697.0926,3950.1914,101.8674,0.05674865900000001,2.0
3947,5.655,0.176070535,Tier 2|3,Supermarket Type1,1749.7224,2,291.6204,2478.7734,143.8128,0.0,3.5
3948,8.775,0.19244045,Tier 1,Grocery Store,131.8284,24,131.8284,1537.9979999999998,33.9558,0.0,4.0
3949,10.195,0.051871718,Tier 2|3,Supermarket Type2,237.6906,0,237.6906,984.7182,69.2432,0.0514111,3.400000000000002
3950,8.06,0.035780177,Tier 2|3,Grocery Store,693.0978,11,693.0978,7393.0432,33.29,0.0,3.5999999999999943
3951,16.35,0.104463896,Tier 2|3,Grocery Store,225.7062,11,225.7062,7222.5984,33.29,0.062109174,3.9000000000000057
3952,6.46,0.049162885,Tier 1,Supermarket Type1,1895.5326,12,291.6204,4374.306,101.8674,0.048924811,3.5999999999999943
3953,13.5,0.072655379,Tier 2|3,Supermarket Type1,3994.8,5,159.792,3994.8,113.8518,0.072317217,3.9000000000000057
3954,16.2,0.050442528,Tier 2|3,Supermarket Type1,2693.8268,7,769.6648,3271.0754,99.87,0.0,2.299999999999983
3955,19.1,0.177992139,Tier 2|3,Supermarket Type2,2931.5174,0,1034.6532,3621.2862,69.2432,0.17641157899999999,2.200000000000017
3956,18.35,0.0,Tier 2|3,Supermarket Type3,3214.4824,24,378.1744,4159.9184,241.6854,0.0,2.6000000000000227
3957,5.48,0.015131684,Tier 1,Supermarket Type1,1414.825,10,416.125,3079.325,111.8544,0.015108193999999998,1.7999999999999972
3958,6.055,0.031151714,Tier 1,Supermarket Type1,2085.9514,10,1604.578,3048.6982,111.8544,0.0,3.5999999999999943
3959,9.6,0.024456797000000002,Tier 2|3,Supermarket Type1,3203.1638,22,376.8428,5652.642,73.238,0.024358634,3.8000000000000114
3960,6.135,0.192540665,Tier 2|3,Grocery Store,322.2472,11,322.2472,2255.7304,33.29,0.11447535699999999,1.299999999999983
3961,8.43,0.01732573,Tier 1,Supermarket Type1,1182.4608,12,1182.4608,8868.456,101.8674,0.0,2.5999999999999943
3962,8.27,0.127821472,Tier 2|3,Supermarket Type1,555.2772,22,185.0924,7033.5112,73.238,0.0,3.4000000000000057
3963,10.195,0.012477512,Tier 1,Supermarket Type1,785.6439999999999,10,196.41099999999997,3731.809,111.8544,0.012447775,2.9000000000000057
3964,14.0,0.028980533,Tier 2|3,Supermarket Type2,2077.2960000000003,0,129.83100000000002,3635.268,69.2432,0.028723187,2.5
3965,8.01,0.070356805,Tier 1,Supermarket Type1,755.0172,10,71.9064,1366.2216,111.8544,0.070189131,3.700000000000003
3966,16.25,0.057396092,Tier 1,Supermarket Type1,747.0276,12,124.5046,1867.569,101.8674,0.057385239000000005,3.0999999999999943
3967,13.35,0.048017962000000004,Tier 2|3,Supermarket Type1,3483.4656,5,1524.0162,5660.6316,113.8518,0.0,2.9000000000000057
3968,8.71,0.071806046,Tier 2|3,Supermarket Type3,5182.5872,24,555.2772,5182.5872,241.6854,0.071806046,3.1999999999999886
3969,17.75,0.05507343,Tier 1,Supermarket Type1,1886.8772,12,1886.8772,3918.8988,101.8674,0.054806734,0.5
3970,13.5,0.0,Tier 2|3,Supermarket Type1,1211.756,22,173.108,1731.08,73.238,0.0,3.5
3971,11.8,0.0,Tier 2|3,Grocery Store,203.7348,11,203.7348,2444.8176,33.29,0.0,2.700000000000003
3972,5.78,0.014577695,Tier 1,Supermarket Type1,1895.5326,10,1895.5326,3062.0142,111.8544,0.014484582,3.4000000000000057
3973,9.0,0.0,Tier 2|3,Supermarket Type2,552.614,0,110.5228,1713.1034,69.2432,0.0,2.0
3974,17.75,0.156831826,Tier 1,Supermarket Type1,1201.769,12,1201.769,4566.7222,101.8674,0.156701315,3.0
3975,8.395,0.0,Tier 2|3,Supermarket Type1,892.8378,22,892.8378,2579.3092,73.238,0.0,3.6000000000000085
3976,10.695,0.057512481,Tier 2|3,Supermarket Type3,1592.5936,24,183.7608,1592.5936,241.6854,0.057512481,2.1000000000000014
3977,12.85,0.0,Tier 2|3,Supermarket Type2,3795.06,0,2277.036,3795.06,69.2432,0.0,3.5
3978,8.5,0.09803690300000001,Tier 1,Supermarket Type1,882.8508,10,207.7296,2492.7552,111.8544,0.097410707,2.3999999999999986
3979,14.0,0.0,Tier 2|3,Supermarket Type1,6471.576,2,215.7192,6471.576,143.8128,0.0,2.1999999999999886
3980,9.3,0.042377219,Tier 2|3,Supermarket Type1,1609.9044,7,1114.5492,5448.9072,99.87,0.042086652,3.5999999999999943
3981,15.85,0.10759787900000001,Tier 1,Supermarket Type1,585.904,12,117.1808,1288.9888,101.8674,0.107076832,2.200000000000003
3982,10.8,0.082549896,Tier 1,Supermarket Type1,4602.0096,12,575.2512,7478.2656,101.8674,0.082150145,3.1000000000000227
3983,7.26,0.02414202,Tier 2|3,Grocery Store,466.06,11,466.06,1864.24,33.29,0.014353676000000001,2.9000000000000057
3984,18.7,0.057771828,Tier 2|3,Supermarket Type2,591.8962,0,591.8962,1860.2452,69.2432,0.0576269,2.200000000000003
3985,16.0,0.057292529,Tier 2|3,Supermarket Type2,4500.808,0,1350.2424,5851.0504,69.2432,0.05701260599999999,1.6000000000000227
3986,8.895,0.12461088599999999,Tier 2|3,Supermarket Type1,4250.4672,22,1006.6896,4250.4672,73.238,0.0,1.5999999999999943
3987,11.1,0.010663188999999998,Tier 2|3,Supermarket Type1,1342.2528,7,503.3448,3691.1952,99.87,0.010590075,2.299999999999997
3988,18.85,0.091237452,Tier 2|3,Supermarket Type2,1278.336,0,127.8336,3962.8416,69.2432,0.090427268,3.4000000000000057
3989,7.905,0.064325351,Tier 2|3,Supermarket Type2,3197.1716,0,1826.9552,4567.388,69.2432,0.064011067,1.0
3990,14.7,0.020920179,Tier 1,Supermarket Type1,3020.0688,12,431.4384,3307.6944,101.8674,0.02090277,2.6999999999999886
3991,12.6,0.041641933,Tier 2|3,Supermarket Type1,980.0576,7,122.5072,5022.7952,99.87,0.0,4.0
3992,16.0,0.173462841,Tier 2|3,Supermarket Type2,2960.1468,0,311.5944,4673.916,69.2432,0.17261532699999999,3.1000000000000227
3993,13.8,0.24749009,Tier 1,Grocery Store,529.9768,24,529.9768,8479.6288,33.9558,0.0,1.8999999999999773
3994,11.0,0.08742173800000001,Tier 2|3,Supermarket Type3,2972.797,24,625.852,2972.797,241.6854,0.0,3.5999999999999943
3995,13.35,0.038744606,Tier 2|3,Supermarket Type1,3098.6332,2,1906.8512,7150.691999999999,143.8128,0.0,3.9000000000000057
3996,20.1,0.124910635,Tier 2|3,Grocery Store,110.5228,11,110.5228,3757.7752,33.29,0.074265816,2.5999999999999943
3997,8.185,0.046673494,Tier 2|3,Supermarket Type2,591.2304,0,591.2304,1576.6144,69.2432,0.046259035999999996,2.5
3998,9.195,0.048134591,Tier 1,Supermarket Type1,529.311,10,105.8622,3387.5904,111.8544,0.047827139000000005,2.6000000000000085
3999,19.1,0.038720852,Tier 2|3,Supermarket Type2,6331.758000000001,0,422.1172,6331.758000000001,69.2432,0.038377013,3.5999999999999943
4000,12.85,0.12241394,Tier 2|3,Supermarket Type1,703.0848,2,175.7712,1362.2268,143.8128,0.0,3.1999999999999957
4001,11.15,0.032321607999999995,Tier 2|3,Supermarket Type1,1315.6208,7,986.7156,4769.1254,99.87,0.032099989,3.299999999999983
4002,9.8,0.026139403999999998,Tier 2|3,Supermarket Type1,1947.465,7,432.77,4976.855,99.87,0.025960174,2.700000000000017
4003,10.195,0.0,Tier 1,Supermarket Type1,1810.976,12,113.186,2490.092,101.8674,0.0,2.799999999999997
4004,7.59,0.144338493,Tier 2|3,Supermarket Type3,4327.7,24,2077.2960000000003,6231.888000000001,241.6854,0.144338493,2.5999999999999943
4005,12.0,0.034166609,Tier 2|3,Supermarket Type1,5070.7328,2,3440.8544,7968.2944,143.8128,0.033809913,2.5
4006,12.65,0.27321283,Tier 1,Grocery Store,480.7076,24,480.7076,9133.4444,33.9558,0.15528831,3.4000000000000057
4007,16.7,0.03858813,Tier 1,Supermarket Type1,3353.6346,10,1749.7224,5540.7876,111.8544,0.038341653999999996,3.6999999999999886
4008,17.1,0.032628111,Tier 1,Supermarket Type1,1640.5312,12,596.5568,3728.48,101.8674,0.032470108,3.6000000000000227
4009,15.1,0.133198355,Tier 1,Grocery Store,89.883,24,89.883,2247.075,33.9558,0.075707087,3.4000000000000057
4010,16.7,0.038528228,Tier 1,Supermarket Type1,1749.7224,12,1749.7224,5540.7876,101.8674,0.038341653999999996,3.6999999999999886
4011,19.35,0.016705436,Tier 2|3,Supermarket Type1,3374.2744,2,361.5294,3374.2744,143.8128,0.016531033,3.1000000000000085
4012,19.2,0.058893460999999994,Tier 2|3,Grocery Store,180.4318,11,180.4318,5954.2494,33.29,0.035015199999999996,3.0999999999999943
4013,9.0,0.050256160999999994,Tier 2|3,Supermarket Type3,4857.6768,24,3643.2576,4857.6768,241.6854,0.050256160999999994,1.3000000000000114
4014,18.25,0.054234197000000005,Tier 1,Supermarket Type1,2269.0464,12,567.2616,6381.693,101.8674,0.053971566,3.3000000000000114
4015,16.75,0.12961476,Tier 2|3,Supermarket Type1,1406.1696,2,966.7416,1845.5976,143.8128,0.0,3.3000000000000114
4016,17.1,0.054612768,Tier 2|3,Grocery Store,596.5568,11,596.5568,3728.48,33.29,0.032470108,3.6000000000000227
4017,13.0,0.030150193,Tier 2|3,Supermarket Type1,539.298,7,539.298,1677.816,99.87,0.029943462999999997,3.8999999999999986
4018,7.17,0.059849152999999995,Tier 2|3,Supermarket Type1,3392.9168,7,2348.9424,4828.3816,99.87,0.059438787,2.6999999999999886
4019,19.85,0.034942397,Tier 2|3,Grocery Store,123.8388,11,123.8388,928.791,33.29,0.020858778999999997,1.5999999999999943
4020,20.1,0.060672263,Tier 1,Grocery Store,238.3564,24,238.3564,2502.7422,33.9558,0.034623782,2.0
4021,4.615,0.102038294,Tier 2|3,Supermarket Type1,2563.33,7,2563.33,5359.69,99.87,0.101338651,3.0
4022,7.63,0.135258515,Tier 2|3,Supermarket Type2,918.804,0,45.9402,1470.0864,69.2432,0.134057426,2.1000000000000014
4023,8.39,0.120396991,Tier 2|3,Supermarket Type1,4586.0304,22,327.5736,4586.0304,73.238,0.120396991,3.3000000000000114
4024,5.175,0.030527166,Tier 2|3,Supermarket Type1,635.1732,2,70.5748,1693.7952,143.8128,0.030208465,3.8000000000000043
4025,16.0,0.099053537,Tier 2|3,Supermarket Type1,637.1706,22,637.1706,4460.1942,73.238,0.0,3.700000000000017
4026,18.6,0.134564284,Tier 1,Grocery Store,322.2472,24,322.2472,3705.8428,33.9558,0.076483451,3.3000000000000114
4027,17.75,0.030288215,Tier 2|3,Supermarket Type3,4346.3424,24,1534.0032,4346.3424,241.6854,0.030288215,1.3999999999999773
4028,7.855,0.073562475,Tier 2|3,Supermarket Type3,3285.723,24,219.0482,4819.0604,241.6854,0.0,2.5
4029,9.5,0.048883854000000004,Tier 2|3,Supermarket Type2,2619.2572,0,2057.9878,5238.5144,69.2432,0.04867632400000001,2.0
4030,10.895,0.035893142999999995,Tier 2|3,Supermarket Type2,1318.2839999999999,0,263.6568,5404.9644,69.2432,0.035574413,3.3000000000000114
4031,16.75,0.014998913999999999,Tier 1,Grocery Store,221.7114,24,221.7114,2512.7292,33.9558,0.008525061,1.4000000000000057
4032,17.2,0.012012071000000001,Tier 1,Supermarket Type1,4623.3152,12,495.3552,4623.3152,101.8674,0.011953901999999999,3.5
4033,19.85,0.045855272999999995,Tier 2|3,Supermarket Type2,1771.0279999999998,0,632.51,1771.0279999999998,69.2432,0.045631230999999994,2.5
4034,6.385,0.14032811,Tier 2|3,Grocery Store,107.8596,11,107.8596,3235.788,33.29,0.0,1.5999999999999943
4035,11.65,0.019402371,Tier 1,Supermarket Type1,579.246,10,77.2328,1042.6428,111.8544,0.0,1.8999999999999986
4036,12.85,0.0,Tier 2|3,Supermarket Type1,4068.038,5,312.926,4224.501,113.8518,0.0,2.3000000000000114
4037,17.7,0.042716709000000005,Tier 2|3,Supermarket Type1,1794.3310000000001,2,978.7260000000001,4567.388,143.8128,0.042270750999999995,3.0999999999999943
4038,9.1,0.08179476599999999,Tier 1,Supermarket Type1,700.4216,10,700.4216,3151.8972,111.8544,0.0,3.8000000000000114
4039,15.5,0.12594281599999999,Tier 2|3,Supermarket Type1,1239.7196,7,177.1028,2479.4392,99.87,0.12568791699999998,2.4000000000000057
4040,16.35,0.0,Tier 2|3,Supermarket Type1,2150.534,2,253.00400000000002,3036.048,143.8128,0.0,3.6000000000000085
4041,10.695,0.011472001,Tier 2|3,Supermarket Type2,517.3266,0,147.8076,1478.076,69.2432,0.01141595,2.299999999999997
4042,16.6,0.103146658,Tier 1,Supermarket Type1,2239.0854,10,942.7728,2239.0854,111.8544,0.103146658,1.3999999999999915
4043,21.2,0.012327847,Tier 1,Grocery Store,347.5476,24,347.5476,2954.1546,33.9558,0.0,2.1999999999999886
4044,13.15,0.166032929,Tier 2|3,Supermarket Type2,2233.0932,0,171.7764,4466.1864,69.2432,0.0,2.0
4045,11.5,0.04224015,Tier 2|3,Supermarket Type1,3089.312,2,386.164,3861.64,143.8128,0.041994624,2.6999999999999886
4046,13.5,0.072317217,Tier 2|3,Supermarket Type3,3675.216,24,159.792,3994.8,241.6854,0.072317217,3.9000000000000057
4047,6.78,0.13948429199999998,Tier 2|3,Supermarket Type3,2516.724,24,93.212,4101.3279999999995,241.6854,0.0,2.799999999999997
4048,5.63,0.024536636,Tier 2|3,Supermarket Type1,2090.612,5,1045.306,3135.9179999999997,113.8518,0.024520853999999998,3.299999999999997
4049,19.2,0.085296625,Tier 2|3,Supermarket Type2,1861.5768,0,155.1314,6515.5188,69.2432,0.0,2.0999999999999943
4050,14.799999999999999,0.080649685,Tier 2|3,Supermarket Type3,6114.7072,24,191.0846,6114.7072,241.6854,0.0,3.1999999999999886
4051,6.695,0.0,Tier 1,Supermarket Type1,3094.6384,12,2210.456,7073.4592,101.8674,0.0,3.3999999999999773
4052,15.75,0.054930533,Tier 1,Supermarket Type1,5089.3752,12,1174.4712,5089.3752,101.8674,0.05488482099999999,2.1999999999999886
4053,12.5,0.031097947999999997,Tier 1,Supermarket Type1,1960.781,10,103.199,2167.179,111.8544,0.031023835,2.1999999999999886
4054,21.25,0.016735879,Tier 2|3,Grocery Store,183.7608,11,183.7608,3307.6944,33.29,0.009950343,3.8000000000000114
4055,15.75,0.134418705,Tier 2|3,Supermarket Type3,2596.62,24,1298.31,2596.62,241.6854,0.134418705,2.8000000000000114
4056,18.85,0.168266556,Tier 2|3,Supermarket Type2,1749.7224,0,583.2408,3110.6176,69.2432,0.167444431,3.0
4057,20.1,0.034646067,Tier 2|3,Supermarket Type1,1310.9602,5,238.3564,2502.7422,113.8518,0.034623782,2.0
4058,11.395,0.021639678,Tier 1,Supermarket Type1,2708.4744,10,300.9416,4363.6532,111.8544,0.0,2.8999999999999773
4059,9.3,0.11144608,Tier 2|3,Supermarket Type1,1097.9042,7,774.9912,2002.0606,99.87,0.110681931,2.6000000000000014
4060,18.35,0.013956116000000001,Tier 2|3,Supermarket Type3,5609.365,24,1346.2476,5609.365,241.6854,0.013956116000000001,3.1000000000000227
4061,12.8,0.152377658,Tier 2|3,Grocery Store,428.7752,11,214.3876,2251.0698,33.29,0.090596378,3.3999999999999915
4062,6.8,0.037465846000000004,Tier 2|3,Supermarket Type1,534.6374,22,48.6034,1992.7394,73.238,0.037315469,2.8999999999999986
4063,11.5,0.020876485,Tier 2|3,Supermarket Type3,1722.4246,24,927.4594,2782.3782,241.6854,0.020876485,3.0
4064,15.0,0.0268952,Tier 2|3,Supermarket Type1,1989.4104,7,1768.3648,4863.0032,99.87,0.02681843,1.200000000000017
4065,19.85,0.081916124,Tier 2|3,Supermarket Type1,1845.5976,2,1845.5976,1845.5976,143.8128,0.081916124,0.0
4066,7.85,0.163233667,Tier 1,Supermarket Type1,2467.4548,10,1451.444,3628.61,111.8544,0.162980276,1.9000000000000057
4067,20.2,0.121748174,Tier 2|3,Supermarket Type2,1725.7536,0,958.752,2588.6304,69.2432,0.121153331,3.0
4068,11.85,0.132939639,Tier 2|3,Supermarket Type1,1761.7068,7,195.7452,1761.7068,99.87,0.132560174,3.200000000000003
4069,6.135,0.079327367,Tier 1,Supermarket Type1,2871.5954,12,1057.9562,3325.0052,101.8674,0.0,1.5
4070,9.0,0.06519497099999999,Tier 2|3,Supermarket Type1,2117.244,22,176.437,7763.228,73.238,0.064933297,3.299999999999983
4071,17.5,0.026248606,Tier 2|3,Supermarket Type2,3815.034,0,2543.356,5086.712,69.2432,0.0,3.1999999999999886
4072,12.15,0.131921819,Tier 2|3,Supermarket Type1,739.038,2,739.038,7883.071999999999,143.8128,0.130544568,2.8000000000000114
4073,11.0,0.0,Tier 1,Supermarket Type1,625.852,10,625.852,2972.797,111.8544,0.0,3.5999999999999943
4074,17.5,0.026865808999999997,Tier 2|3,Supermarket Type1,4207.856,5,3418.883,5522.811,113.8518,0.026740767000000002,3.599999999999966
4075,8.769999999999998,0.046544984000000005,Tier 2|3,Supermarket Type3,4828.3816,24,517.3266,4828.3816,241.6854,0.0,3.6999999999999886
4076,20.7,0.092241348,Tier 2|3,Supermarket Type3,2450.144,24,153.134,2450.144,241.6854,0.0,3.799999999999997
4077,17.5,0.052740762999999996,Tier 2|3,Supermarket Type1,1135.1889999999999,2,722.393,2992.7709999999997,143.8128,0.0,2.700000000000003
4078,18.5,0.0,Tier 2|3,Supermarket Type3,1659.1736,24,1540.6612,4029.4216,241.6854,0.0,1.5
4079,10.6,0.05674865900000001,Tier 2|3,Supermarket Type1,3950.1914,22,697.0926,3950.1914,73.238,0.05674865900000001,2.0
4080,7.145,0.017822936,Tier 2|3,Supermarket Type1,1123.2046,7,1123.2046,3209.156,99.87,0.017783501,1.9000000000000057
4081,11.6,0.017659068,Tier 2|3,Supermarket Type3,5866.3638,24,177.7686,5866.3638,241.6854,0.0,3.6999999999999886
4082,20.7,0.07929647,Tier 1,Supermarket Type1,1686.4714,12,892.8378,3273.7386,101.8674,0.0,2.9000000000000057
4083,21.2,0.007006883,Tier 2|3,Supermarket Type3,1216.4166,24,347.5476,2954.1546,241.6854,0.0,2.1999999999999886
